customer_id,age,gender,location,income_level,education,account_age_days,total_orders,avg_order_value,last_order_days_ago,product_category_preference,email_open_rate,website_visits_per_month,mobile_app_user,loyalty_program_member,customer_service_interactions,cart_abandonment_rate,review_count,avg_rating_given,social_media_follower,conversion_rate,lifetime_value,churn_probability,response_to_marketing
CUST007898,36,Male,Rural,High,Master,1399,20,54.87,154,Home,37.2,7,Yes,No,0.0,27.8,1.0,3.6,No,25.0,1219.87,44.1,0
CUST007899,21,Female,Urban,Low,Bachelor,88,1,34.52,24,Electronics,4.9,16,Yes,No,0.0,44.9,0.0,3.4,No,20.1,35.03,38.9,0
CUST007900,32,Female,Suburban,Medium,High School,111,2,63.11,56,Electronics,45.4,7,Yes,No,0.0,42.2,0.0,4.0,Yes,7.3,143.41,39.8,1
CUST007901,20,Female,Urban,Low,High School,660,5,53.26,21,Home,32.6,19,Yes,No,0.0,50.9,2.0,3.5,Yes,10.8,292.34,21.1,0
CUST007902,24,Female,Urban,Medium,High School,1187,16,73.81,53,Fashion,32.8,17,No,No,1.0,44.6,1.0,4.6,Yes,0.0,1297.17,43.2,0
CUST007903,42,Female,Suburban,Medium,Bachelor,2514,21,45.19,16,Electronics,63.6,10,Yes,No,2.0,19.2,2.0,4.7,No,34.1,1130.06,30.0,1
CUST007904,23,Female,Suburban,Low,Master,984,9,10.88,10,Electronics,25.8,8,Yes,No,2.0,36.0,4.0,4.1,Yes,0.4,105.5,37.8,0
CUST007905,51,Female,Rural,High,Bachelor,983,17,164.39,287,Books,14.2,5,No,No,0.0,,2.0,3.0,Yes,23.0,2913.68,79.0,0
CUST007906,37,Male,Urban,High,PhD,1449,17,75.27,10,Fashion,40.1,8,Yes,No,0.0,28.2,1.0,4.5,No,0.0,1433.52,16.4,0
CUST007907,39,Female,Suburban,High,Bachelor,475,4,213.78,161,Electronics,12.3,8,Yes,No,0.0,58.4,0.0,3.8,No,0.0,886.67,64.8,0
CUST007908,34,Non-binary,Urban,Medium,Master,220,2,98.23,24,Books,29.6,16,No,No,0.0,37.7,0.0,2.9,No,14.5,213.91,26.5,1
CUST007909,47,Female,Suburban,High,PhD,960,12,134.29,27,Home,26.7,4,No,No,3.0,52.4,2.0,4.9,No,12.0,1740.56,30.5,0
CUST007910,47,Female,Urban,High,PhD,393,7,127.57,80,Books,51.0,5,Yes,No,0.0,35.0,0.0,3.7,Yes,38.9,1029.62,38.8,0
CUST007911,42,Male,Suburban,Medium,Master,335,6,55.45,28,Electronics,45.0,12,No,No,0.0,38.0,0.0,4.8,No,20.8,377.61,32.9,0
CUST007912,44,Female,Urban,Medium,High School,403,6,100.18,55,Home,29.8,7,Yes,No,0.0,43.7,1.0,3.9,No,23.7,654.82,53.5,1
CUST007913,35,Female,Urban,High,Bachelor,636,12,100.19,7,Electronics,29.3,20,Yes,No,0.0,,2.0,4.3,Yes,7.6,1307.96,23.1,1
CUST007914,44,Male,Suburban,Very High,Bachelor,1693,34,280.58,181,Home,52.7,9,Yes,No,1.0,19.7,6.0,3.9,No,7.7,10000.0,46.1,0
CUST007915,33,Male,Urban,Medium,Bachelor,1918,19,92.9,48,Electronics,65.3,19,Yes,No,,23.8,2.0,3.9,Yes,31.2,2110.88,11.9,1
CUST007916,38,Male,Suburban,Medium,Bachelor,717,5,29.9,27,Home,52.8,6,Yes,No,0.0,22.4,1.0,4.8,Yes,9.4,173.18,42.8,0
CUST007917,34,Female,Suburban,Low,Bachelor,23,0,45.26,22,Books,21.8,9,Yes,No,0.0,34.1,0.0,4.8,No,16.8,0.0,48.1,0
CUST007918,32,Female,Urban,Medium,Bachelor,325,3,99.5,23,Electronics,19.6,9,Yes,No,0.0,45.4,0.0,4.4,No,14.4,316.05,17.8,0
CUST007919,29,Female,Urban,Low,Bachelor,82,0,48.39,66,Electronics,24.4,18,Yes,No,0.0,40.9,0.0,4.9,No,0.0,0.0,48.3,0
CUST007920,43,Male,Rural,Medium,Master,587,4,80.92,51,Books,38.9,5,No,No,0.0,28.2,2.0,4.7,Yes,7.0,361.45,26.7,0
CUST007921,53,Female,Rural,Medium,High School,406,4,33.11,19,Sports,60.2,5,No,No,0.0,21.4,1.0,4.7,No,24.4,156.36,25.6,0
CUST007922,52,Male,Urban,High,PhD,1067,14,127.92,4,Home,69.1,6,No,No,0.0,18.0,1.0,4.6,No,22.6,2162.13,26.7,1
CUST007923,22,Male,Urban,Medium,High School,491,8,91.26,47,Electronics,33.2,23,No,No,0.0,47.6,1.0,4.5,Yes,13.0,802.8,50.9,0
CUST007924,53,Male,Urban,High,Master,162,0,154.0,10,Home,38.0,5,Yes,No,0.0,36.5,0.0,3.7,Yes,20.8,0.0,26.5,1
CUST007925,34,Non-binary,Suburban,High,PhD,106,3,65.29,216,Books,16.9,7,No,No,0.0,34.3,1.0,3.6,No,20.4,205.8,79.4,0
CUST007926,45,Male,Suburban,High,Bachelor,77,4,119.3,82,Fashion,,4,Yes,No,1.0,43.0,2.0,3.3,Yes,6.5,518.14,41.4,0
CUST007927,27,Male,Urban,High,Master,785,7,38.37,4,Books,36.9,20,No,No,0.0,34.3,2.0,4.0,No,28.5,298.32,31.4,0
CUST007928,39,Male,Urban,Medium,Bachelor,276,1,36.2,68,Home,11.6,7,Yes,No,0.0,44.8,0.0,3.5,Yes,15.4,37.46,57.5,1
CUST007929,41,Male,Suburban,High,PhD,407,12,163.33,209,Fashion,11.5,8,Yes,No,0.0,48.3,4.0,4.2,No,10.8,2027.58,80.6,1
CUST007930,20,Female,Urban,Medium,PhD,288,5,80.81,52,Electronics,43.4,20,No,No,0.0,39.0,1.0,4.1,No,5.8,456.66,31.3,1
CUST007931,45,Female,Suburban,Very High,PhD,792,14,228.49,42,Fashion,,8,No,Yes,1.0,34.6,,4.4,No,32.0,3564.49,20.5,1
CUST007932,54,Female,Urban,High,High School,38,1,89.52,258,Fashion,17.3,8,No,No,0.0,40.0,1.0,4.7,Yes,13.9,94.17,55.7,0
CUST007933,35,Female,Suburban,Medium,High School,284,5,35.78,21,Fashion,39.3,9,No,Yes,0.0,43.2,0.0,3.9,No,29.0,199.99,40.6,0
CUST007934,54,Female,Suburban,Very High,Master,83,0,369.54,60,Sports,43.3,6,No,No,0.0,39.9,0.0,4.3,No,0.0,0.0,14.8,0
CUST007935,35,Female,Suburban,Medium,PhD,32,0,78.97,90,Home,16.8,11,Yes,No,0.0,39.6,0.0,3.9,No,0.0,0.0,48.0,0
CUST007936,48,Male,Suburban,Very High,Master,65,0,161.28,80,Home,49.7,5,Yes,No,0.0,24.5,0.0,4.3,Yes,36.3,0.0,32.4,0
CUST007937,18,Non-binary,Suburban,Medium,Bachelor,273,0,87.26,19,Electronics,24.5,16,Yes,No,0.0,56.8,0.0,4.6,No,0.0,0.0,24.3,0
CUST007938,67,Male,Suburban,High,PhD,1101,19,63.79,37,Books,49.9,2,No,No,1.0,20.1,2.0,,No,20.3,1393.45,19.3,0
CUST007939,55,Female,Urban,High,Master,512,8,92.96,11,Electronics,8.7,13,No,No,0.0,39.0,0.0,4.3,No,6.8,763.09,43.0,0
CUST007940,34,Female,Rural,Low,Master,179,0,10.0,4,Home,48.7,7,Yes,No,0.0,20.6,0.0,4.2,No,2.9,0.0,0.0,0
CUST007941,18,Male,Rural,Low,High School,526,4,71.79,18,Sports,23.5,14,Yes,Yes,0.0,56.3,1.0,4.3,No,11.4,307.4,39.8,0
CUST007942,41,Male,Suburban,High,Bachelor,158,1,91.24,8,Fashion,44.4,13,Yes,No,,39.7,0.0,4.3,Yes,16.8,103.39,15.0,0
CUST007943,20,Male,Urban,Medium,Bachelor,246,3,24.55,9,Fashion,24.0,17,Yes,No,0.0,48.5,1.0,4.9,No,6.6,78.95,39.5,1
CUST007944,43,Male,Urban,Medium,Master,2183,28,64.9,36,Books,42.6,4,No,No,5.0,27.2,2.0,4.0,Yes,7.3,2049.44,35.6,0
CUST007945,42,Female,Rural,Medium,Bachelor,1256,17,72.9,30,Electronics,25.7,6,Yes,No,0.0,,1.0,4.7,No,4.3,1334.85,33.8,0
CUST007946,26,Non-binary,Rural,Medium,High School,1395,21,89.91,77,Fashion,46.4,4,Yes,No,1.0,31.4,3.0,4.2,Yes,14.6,2150.93,44.2,0
CUST007947,51,Female,Urban,High,Bachelor,135,1,133.09,95,Books,8.0,13,Yes,No,0.0,,0.0,4.2,No,0.0,136.28,62.7,0
CUST007948,47,Female,Suburban,High,Bachelor,731,5,122.49,4,Fashion,31.4,10,No,No,0.0,51.7,1.0,4.1,Yes,20.2,670.14,19.8,0
CUST007949,49,Male,Suburban,Medium,Master,286,2,42.86,27,Books,42.2,10,No,No,0.0,32.2,0.0,4.8,Yes,10.5,96.57,16.8,0
CUST007950,38,Male,Urban,Medium,PhD,1145,10,63.53,10,Books,40.6,13,No,No,0.0,38.7,2.0,3.5,No,22.0,712.68,32.9,1
CUST007951,21,Female,Urban,Medium,High School,318,2,98.71,64,Fashion,22.7,16,Yes,No,1.0,54.1,1.0,4.3,No,12.7,210.86,50.4,0
CUST007952,49,Non-binary,Suburban,Medium,Bachelor,1029,7,44.54,58,Books,34.8,8,Yes,No,0.0,31.7,1.0,4.8,No,35.2,344.33,39.6,0
CUST007953,34,Female,Urban,Medium,Master,239,1,41.87,10,Home,12.3,15,Yes,No,0.0,62.8,0.0,4.8,No,19.0,43.42,24.4,0
CUST007954,21,Male,Urban,Low,High School,37,0,25.59,125,Books,68.6,18,Yes,No,0.0,24.3,0.0,4.1,Yes,13.5,0.0,30.4,1
CUST007955,54,Female,Urban,Very High,Bachelor,1138,19,196.18,18,Electronics,64.3,5,Yes,Yes,0.0,22.6,2.0,4.3,Yes,31.5,4446.44,30.4,1
CUST007956,63,Female,Rural,High,Master,824,12,74.98,0,Fashion,36.5,3,Yes,No,0.0,,3.0,3.4,No,9.5,998.28,25.4,0
CUST007957,37,Female,Suburban,Medium,Bachelor,1342,13,57.77,76,Home,,9,Yes,No,0.0,63.4,1.0,3.3,No,1.1,785.48,62.5,1
CUST007958,63,Female,Suburban,Medium,Master,109,0,34.85,85,Sports,58.3,1,No,No,0.0,33.2,0.0,4.4,No,15.5,0.0,22.9,1
CUST007959,39,Female,Suburban,Medium,High School,2391,25,46.36,82,Fashion,59.7,12,No,No,0.0,31.1,2.0,4.3,No,22.8,1366.58,44.6,1
CUST007960,33,Male,Rural,Medium,Bachelor,1542,22,63.34,131,Home,54.5,9,Yes,Yes,3.0,30.1,,4.1,Yes,27.7,1621.31,44.7,0
CUST007961,30,Female,Urban,Low,Bachelor,639,3,12.46,16,Home,16.3,13,Yes,No,,58.1,0.0,4.7,No,8.8,39.21,42.3,1
CUST007962,57,Male,Urban,Very High,Master,627,8,166.8,94,Fashion,41.4,6,No,No,0.0,34.3,0.0,,No,4.6,1500.13,51.6,1
CUST007963,28,Male,Urban,Medium,High School,299,6,37.79,21,Books,11.3,14,No,No,0.0,49.4,,3.7,No,0.0,234.43,35.0,0
CUST007964,46,Female,Rural,High,High School,73,1,77.02,54,Electronics,15.7,7,Yes,No,0.0,60.2,0.0,4.6,No,8.2,80.65,62.1,0
CUST007965,31,Female,Urban,Medium,Bachelor,1622,15,58.84,5,Home,38.6,15,Yes,No,1.0,31.7,,3.8,No,3.1,984.81,18.8,1
CUST007966,32,Male,Suburban,Medium,High School,135,0,98.46,25,Home,5.2,11,No,No,0.0,48.8,,3.5,No,0.0,0.0,55.2,0
CUST007967,50,Male,Urban,High,Bachelor,344,5,75.63,132,Electronics,51.8,4,Yes,No,0.0,32.1,0.0,4.4,No,12.1,436.91,38.7,1
CUST007968,33,Female,Suburban,Medium,Bachelor,129,2,46.34,20,Home,38.7,13,Yes,No,0.0,41.8,0.0,4.8,No,19.4,103.44,29.8,0
CUST007969,33,Male,Urban,Medium,Bachelor,191,0,10.0,78,Electronics,1.7,17,Yes,No,0.0,55.0,0.0,4.0,No,2.9,0.0,67.0,1
CUST007970,51,Male,Urban,High,Bachelor,393,3,232.79,205,Fashion,18.6,6,No,No,0.0,37.1,1.0,3.7,No,34.5,737.34,83.0,0
CUST007971,57,Male,Urban,High,Bachelor,1004,13,31.96,44,Sports,30.8,3,No,No,,43.2,2.0,4.4,Yes,24.6,453.87,25.3,0
CUST007972,45,Female,Suburban,Medium,Bachelor,1228,12,40.36,12,Sports,29.5,5,Yes,No,1.0,54.1,0.0,3.6,No,16.5,527.18,54.2,1
CUST007973,30,Male,Suburban,Medium,High School,36,0,77.46,10,Fashion,30.3,11,Yes,No,0.0,35.0,0.0,4.2,No,26.6,0.0,31.0,1
CUST007974,31,Female,Rural,Medium,Master,1037,15,99.99,4,Home,44.7,5,Yes,No,1.0,43.5,2.0,4.1,No,26.3,1700.98,33.9,0
CUST007975,38,Male,Urban,High,Master,1064,11,107.41,10,Electronics,70.5,8,Yes,No,0.0,18.8,5.0,4.7,Yes,44.9,1431.4,0.0,1
CUST007976,41,Female,Suburban,High,Master,101,1,150.7,66,Electronics,9.5,8,No,No,0.0,41.2,0.0,3.7,Yes,10.1,154.99,39.7,0
CUST007977,26,Male,Rural,Low,High School,182,3,10.0,157,Electronics,46.8,10,Yes,No,0.0,33.7,0.0,4.5,No,1.5,34.21,76.7,0
CUST007978,46,Female,Urban,High,Master,65,0,126.05,67,Books,38.8,5,Yes,No,0.0,38.2,0.0,4.2,No,25.0,0.0,20.1,0
CUST007979,39,Female,Suburban,High,Bachelor,453,7,107.42,10,Books,27.2,11,Yes,No,0.0,33.0,1.0,4.2,Yes,15.6,813.3,17.6,0
CUST007980,18,Male,Suburban,Medium,Bachelor,1732,18,97.76,26,Electronics,36.6,15,Yes,Yes,0.0,37.2,1.0,4.9,No,11.8,1952.89,41.2,1
CUST007981,26,Female,Urban,Medium,High School,1192,12,62.15,47,Electronics,40.2,25,Yes,Yes,1.0,43.2,,4.0,No,11.5,835.74,28.0,0
CUST007982,31,Female,Urban,Medium,PhD,1272,14,62.9,118,Electronics,23.2,18,Yes,No,,40.6,4.0,4.7,No,0.0,941.89,52.0,0
CUST007983,37,Male,Urban,High,PhD,90,2,129.06,27,Electronics,9.7,20,Yes,No,0.0,39.8,1.0,4.5,No,2.4,265.63,46.9,0
CUST007984,60,Female,Suburban,Medium,Bachelor,2010,17,78.91,17,Books,20.1,6,No,No,1.0,34.9,2.0,4.6,No,0.0,1422.36,56.2,1
CUST007985,40,Female,Urban,High,PhD,14,0,80.66,14,Books,47.1,10,Yes,No,0.0,27.5,0.0,3.7,Yes,18.0,0.0,39.8,0
CUST007986,27,Male,Urban,Medium,Bachelor,831,10,67.91,88,Fashion,60.0,17,Yes,No,1.0,26.5,1.0,4.3,Yes,12.9,801.34,53.5,1
CUST007987,40,Male,Suburban,Medium,Bachelor,246,1,26.98,33,Home,13.4,8,Yes,No,0.0,45.1,,3.9,Yes,4.7,28.06,46.3,0
CUST007988,33,Female,Urban,Medium,Master,440,3,46.24,9,Fashion,28.8,17,Yes,No,0.0,40.2,0.0,4.8,No,16.7,150.71,35.4,0
CUST007989,41,Female,Urban,Medium,Bachelor,928,11,26.2,99,Home,6.5,10,No,No,2.0,61.7,4.0,3.9,Yes,14.0,293.82,61.1,0
CUST007990,44,Female,Urban,High,Bachelor,758,16,10.0,1,Sports,43.0,8,Yes,No,0.0,35.5,5.0,4.7,No,40.2,180.64,33.4,1
CUST007991,52,Female,Rural,Very High,Master,325,5,259.04,27,Home,27.0,3,No,No,0.0,37.6,0.0,4.6,No,8.9,1400.11,35.6,1
CUST007992,37,Male,Urban,Medium,Master,1134,13,40.22,14,Fashion,23.6,13,No,Yes,1.0,38.1,3.0,3.8,No,17.5,559.88,19.2,1
CUST007993,57,Male,Urban,High,Master,889,12,10.0,73,Electronics,56.6,5,Yes,Yes,0.0,26.1,3.0,4.3,No,25.1,140.38,42.2,0
CUST007994,48,Female,Urban,High,Bachelor,1416,16,191.22,95,Home,44.5,6,No,No,1.0,30.3,4.0,4.1,No,24.4,3467.97,43.4,0
CUST007995,29,Female,Urban,Low,Bachelor,272,3,10.0,44,Home,6.7,20,Yes,No,0.0,61.5,1.0,4.3,No,0.0,30.6,35.0,0
CUST007996,64,Male,Suburban,Very High,Bachelor,112,4,39.59,144,Books,58.7,2,No,No,0.0,22.7,0.0,4.4,No,11.2,186.25,30.2,1
CUST007997,41,Female,Rural,Medium,Bachelor,326,6,47.46,36,Books,32.9,2,Yes,No,0.0,44.2,1.0,4.1,No,26.3,312.87,22.1,1
CUST007998,27,Female,Suburban,High,High School,394,11,54.25,9,Books,28.1,13,Yes,No,1.0,39.1,2.0,4.0,No,0.0,647.06,18.5,1
CUST007999,57,Female,Urban,Very High,Master,130,2,182.47,14,Electronics,29.1,4,Yes,No,0.0,41.3,0.0,4.4,No,11.0,396.8,25.3,1
CUST008000,62,Male,Urban,Medium,Master,730,11,71.29,72,Home,,4,No,No,0.0,50.7,1.0,,No,13.2,832.65,62.9,0
CUST008001,37,Male,Urban,High,PhD,721,5,111.44,60,Home,53.8,6,Yes,No,0.0,19.8,0.0,3.8,No,37.0,647.13,39.4,1
CUST008002,31,Female,Urban,Medium,Bachelor,1,0,64.92,70,Home,28.1,13,Yes,No,0.0,,0.0,5.0,No,4.7,0.0,14.9,0
CUST008003,35,Female,Suburban,High,Master,525,5,195.67,30,Home,6.8,5,Yes,No,2.0,61.5,1.0,4.4,No,1.2,998.31,55.1,0
CUST008004,46,Male,Suburban,Medium,Bachelor,102,1,63.97,20,Electronics,,11,No,No,0.0,36.4,0.0,,No,26.7,70.32,40.8,1
CUST008005,53,Female,Urban,Very High,Bachelor,124,6,200.61,14,Books,,5,No,No,0.0,38.6,2.0,4.4,No,29.0,1272.99,32.6,0
CUST008006,44,Male,Urban,High,Bachelor,344,1,45.88,16,Home,24.3,10,Yes,No,0.0,56.0,0.0,3.2,Yes,0.0,49.22,27.7,0
CUST008007,39,Male,Urban,Medium,Bachelor,66,1,37.57,123,Electronics,34.4,23,Yes,No,0.0,46.3,0.0,4.0,No,17.0,41.45,37.1,0
CUST008008,55,Male,Suburban,High,High School,699,12,147.75,219,Fashion,41.4,10,No,No,0.0,23.6,3.0,4.8,No,0.2,1993.21,48.2,0
CUST008009,34,Male,Urban,High,High School,855,13,144.53,108,Electronics,62.4,11,No,Yes,2.0,23.9,3.0,4.6,No,37.4,2230.62,38.1,0
CUST008010,50,Female,Suburban,Medium,Bachelor,308,3,123.74,131,Sports,41.1,6,No,No,1.0,33.1,0.0,4.2,No,12.0,416.99,63.2,0
CUST008011,34,Female,Suburban,High,Bachelor,1750,18,80.69,14,Fashion,67.2,11,No,No,0.0,23.1,2.0,4.6,No,23.4,1745.23,14.0,0
CUST008012,43,Male,Urban,Medium,Bachelor,892,17,40.26,4,Sports,29.2,6,Yes,No,0.0,34.6,,4.5,No,9.9,744.38,26.9,1
CUST008013,36,Female,Rural,High,PhD,2966,44,119.59,16,Sports,69.0,2,Yes,Yes,1.0,16.3,6.0,4.8,No,46.9,6351.19,25.1,1
CUST008014,37,Female,Urban,Low,Master,622,5,33.03,34,Sports,27.9,12,Yes,No,0.0,,2.0,3.7,No,0.0,178.97,36.9,1
CUST008015,33,Male,Urban,High,High School,390,7,156.21,195,Sports,37.3,21,Yes,No,0.0,47.5,0.0,4.2,Yes,28.3,1215.83,54.7,0
CUST008016,54,Female,Suburban,Very High,High School,1177,17,284.51,24,Sports,48.8,5,No,No,3.0,,2.0,4.3,Yes,2.4,5544.76,29.4,0
CUST008017,29,Female,Urban,Low,High School,299,3,39.09,165,Electronics,44.8,24,Yes,No,0.0,,1.0,4.4,Yes,0.2,133.03,56.1,0
CUST008018,29,Female,Urban,Medium,High School,0,0,61.5,2,Fashion,23.8,16,No,No,0.0,60.6,0.0,3.4,No,22.6,0.0,44.7,0
CUST008019,63,Female,Rural,High,Bachelor,214,0,129.89,40,Home,28.2,2,No,No,0.0,44.1,0.0,4.2,No,4.5,0.0,35.6,0
CUST008020,49,Male,Suburban,High,Bachelor,177,2,121.49,98,Home,16.7,6,Yes,No,0.0,63.5,1.0,4.3,No,4.2,255.15,61.2,0
CUST008021,18,Male,Urban,Low,High School,335,3,13.18,66,Sports,23.7,19,Yes,No,0.0,58.8,1.0,4.8,No,9.0,42.35,57.5,0
CUST008022,31,Female,Suburban,Medium,Bachelor,763,11,50.67,25,Home,48.6,10,No,No,1.0,21.8,1.0,4.9,Yes,56.7,638.63,34.2,1
CUST008023,18,Female,Suburban,Medium,Bachelor,406,6,42.86,6,Fashion,10.9,19,Yes,No,0.0,,0.0,4.1,Yes,0.7,265.57,43.0,0
CUST008024,26,Male,Urban,Medium,Master,62,0,21.54,72,Electronics,30.8,18,Yes,No,0.0,55.0,0.0,4.6,Yes,0.0,0.0,23.3,0
CUST008025,18,Male,Suburban,Low,Bachelor,150,2,15.39,26,Fashion,35.3,16,Yes,No,0.0,37.8,0.0,4.7,No,9.2,34.04,18.1,0
CUST008026,36,Female,Rural,Medium,Bachelor,96,1,82.08,40,Fashion,62.1,5,No,No,0.0,21.2,0.0,4.9,No,22.1,97.37,17.2,1
CUST008027,24,Male,Rural,High,Master,45,0,111.89,7,Electronics,49.9,10,No,No,0.0,37.9,0.0,3.6,No,16.2,0.0,15.9,0
CUST008028,38,Male,Suburban,Medium,PhD,115,1,77.39,17,Electronics,21.1,15,No,No,0.0,54.0,0.0,4.5,Yes,5.1,82.29,31.6,0
CUST008029,18,Male,Urban,Low,High School,366,2,15.38,10,Electronics,,25,Yes,No,0.0,49.2,0.0,3.2,No,5.5,32.59,35.3,0
CUST008030,38,Male,Suburban,High,Bachelor,952,13,127.86,46,Electronics,26.0,6,Yes,No,0.0,,0.0,4.7,No,1.8,1791.83,31.7,0
CUST008031,33,Male,Urban,High,Master,319,4,197.79,1,Home,12.2,23,Yes,No,0.0,35.5,0.0,3.3,No,0.0,820.12,46.7,0
CUST008032,56,Female,Suburban,Very High,PhD,186,1,216.07,0,Electronics,57.3,2,No,No,0.0,30.4,0.0,4.3,Yes,23.6,253.21,21.3,0
CUST008033,54,Male,Urban,High,PhD,459,4,186.96,12,Books,25.2,5,Yes,No,0.0,35.5,0.0,4.6,No,8.1,804.38,23.6,1
CUST008034,47,Non-binary,Suburban,Medium,High School,302,4,96.18,43,Home,10.9,4,Yes,No,1.0,38.8,1.0,4.2,Yes,4.2,397.3,46.4,0
CUST008035,34,Female,Urban,High,Bachelor,29,0,104.96,91,Home,13.4,19,No,No,0.0,64.0,0.0,4.2,No,19.7,0.0,48.8,0
CUST008036,61,Female,Rural,Very High,PhD,2243,35,10.0,90,Books,51.1,2,Yes,No,0.0,24.6,6.0,4.5,No,33.8,403.66,33.2,0
CUST008037,19,Female,Urban,Medium,Bachelor,5,0,10.17,6,Fashion,9.7,15,Yes,No,0.0,62.8,0.0,4.3,No,0.0,0.0,44.1,1
CUST008038,21,Female,Urban,Medium,Bachelor,22,0,52.29,132,Fashion,63.9,22,Yes,No,0.0,21.2,0.0,4.9,No,30.8,0.0,28.9,0
CUST008039,36,Male,Suburban,Medium,Bachelor,235,2,78.44,114,Home,50.7,8,Yes,No,0.0,20.3,0.0,4.7,No,21.4,180.74,56.6,1
CUST008040,65,Male,Urban,Medium,Bachelor,1368,16,10.0,69,Home,55.4,4,No,No,1.0,35.2,1.0,3.7,No,13.3,186.59,24.3,1
CUST008041,35,Male,Suburban,High,PhD,435,5,52.67,107,Sports,40.0,8,No,No,0.0,28.2,0.0,4.1,No,6.2,294.95,41.2,0
CUST008042,35,Male,Rural,High,Master,464,9,187.8,26,Home,40.5,11,Yes,Yes,0.0,36.9,3.0,4.6,Yes,31.4,1895.56,13.8,0
CUST008043,20,Female,Suburban,Low,Bachelor,496,5,62.35,5,Electronics,11.7,13,Yes,No,0.0,70.1,1.0,3.8,No,25.3,322.69,47.7,0
CUST008044,49,Non-binary,Suburban,Medium,High School,31,0,10.0,10,Home,16.5,8,No,No,0.0,58.4,0.0,4.1,No,17.6,0.0,40.0,1
CUST008045,49,Male,Urban,Very High,PhD,2461,42,208.33,39,Electronics,32.5,9,Yes,No,3.0,34.8,7.0,3.4,No,21.8,9602.97,28.2,1
CUST008046,47,Female,Suburban,Medium,Bachelor,601,9,77.59,11,Electronics,34.3,8,No,No,0.0,44.7,0.0,4.6,No,16.2,770.17,38.1,0
CUST008047,30,Female,Urban,Medium,Bachelor,1050,13,10.0,2,Electronics,9.6,20,Yes,No,0.0,,1.0,4.7,No,1.4,133.74,31.5,1
CUST008048,29,Male,Suburban,Medium,Bachelor,334,1,35.28,16,Books,8.8,10,No,No,,36.7,,4.1,No,0.0,36.21,50.9,0
CUST008049,22,Female,Suburban,Medium,Master,306,2,80.96,110,Fashion,28.0,16,Yes,No,0.0,57.0,0.0,3.7,No,18.0,175.52,49.9,0
CUST008050,39,Female,Suburban,Medium,Bachelor,126,0,10.0,25,Electronics,22.8,8,Yes,No,0.0,59.0,0.0,4.6,No,7.0,0.0,44.3,1
CUST008051,25,Male,Rural,Medium,Bachelor,250,2,80.08,108,Fashion,39.9,10,No,No,,45.7,0.0,4.5,Yes,26.2,179.33,39.0,0
CUST008052,23,Female,Suburban,Medium,Bachelor,111,0,72.94,82,Fashion,35.9,12,No,No,0.0,39.1,0.0,4.4,No,22.8,0.0,43.9,0
CUST008053,32,Female,Suburban,High,PhD,1518,12,165.1,65,Home,8.6,13,Yes,No,1.0,40.5,2.0,4.4,No,0.0,2032.31,75.3,0
CUST008054,32,Female,Suburban,Medium,Bachelor,247,6,57.5,10,Books,22.7,12,Yes,Yes,0.0,52.0,1.0,4.6,Yes,0.0,368.49,62.9,0
CUST008055,31,Female,Urban,Medium,PhD,313,5,11.47,26,Fashion,,22,No,No,0.0,51.8,0.0,4.3,No,20.2,59.62,57.1,0
CUST008056,43,Female,Urban,Medium,Master,103,1,57.56,3,Books,20.7,11,Yes,No,0.0,36.8,0.0,4.3,No,7.4,61.13,37.4,1
CUST008057,38,Male,Urban,High,Master,3278,39,69.63,3,Fashion,66.6,14,Yes,Yes,0.0,20.1,4.0,,No,54.4,3258.14,19.6,0
CUST008058,34,Female,Urban,Medium,Master,542,3,41.39,93,Books,40.5,10,Yes,No,0.0,35.3,0.0,3.8,No,18.5,139.26,26.2,0
CUST008059,40,Female,Rural,High,Bachelor,592,7,131.39,0,Home,45.5,7,Yes,No,0.0,31.3,0.0,4.2,No,27.5,1045.27,11.6,0
CUST008060,26,Female,Urban,Low,High School,89,0,43.65,59,Home,29.0,20,Yes,No,0.0,35.8,0.0,4.3,No,0.0,0.0,45.6,1
CUST008061,39,Female,Suburban,Medium,Bachelor,778,3,20.89,26,Home,66.9,16,Yes,No,0.0,16.4,0.0,4.1,No,40.1,75.25,28.8,1
CUST008062,39,Female,Suburban,Medium,Bachelor,781,10,38.24,93,Home,49.8,14,No,No,1.0,33.2,0.0,4.1,No,33.2,439.53,40.9,0
CUST008063,19,Male,Suburban,Low,High School,1193,6,29.11,46,Electronics,51.0,13,Yes,No,0.0,27.3,1.0,3.7,Yes,0.0,201.38,35.2,1
CUST008064,49,Non-binary,Suburban,High,Bachelor,257,6,86.31,24,Fashion,28.8,6,Yes,No,1.0,31.3,0.0,3.4,No,32.0,562.6,20.2,0
CUST008065,27,Female,Urban,Medium,High School,1180,16,31.54,38,Fashion,75.4,23,Yes,No,1.0,17.6,1.0,4.0,Yes,29.8,618.79,22.2,0
CUST008066,39,Male,Rural,Medium,Master,401,6,32.62,3,Electronics,52.9,12,No,Yes,0.0,33.8,2.0,4.6,No,47.0,226.78,30.5,1
CUST008067,51,Female,Rural,High,Master,201,3,36.56,22,Fashion,22.9,5,Yes,No,0.0,60.1,0.0,3.6,Yes,0.0,117.22,15.6,0
